misspelling,correct_word
 ellal,all
 laall,all
 llol,all
 aell,all
onoe,one
 oen,one
 onn,one
 oin,one
 eno,one
 eon,one
 noen,one
 non,one
 oenr,one
 oni,one
haz,has
 hsas,has
 hasss,has
 hasa,has
 hase,has
 hazz,has
 hasi,has
 hasx,has
 hazs,has
 hasy,has
theri,their
 thier,their
 therie,their
 thair,their
 tehir,their
 tiher,their
 threir,their
 thiree,their
 thiar,their
 tieri,their
bein,been
 benne,been
 beein,been
 beem,been
 benee,been
 beenn,been
 beien,been
 bemn,been
 beni,been
 beone,been
 beyn,been
willo,will
 wull,will
 wiil,will
 wuil,will
 wilol,will
 willoo,will
 wilel,will
 wul,will
 wili,will
 willoo,will
 wille,will
therer,there
 therr,there
 therre,there
 theri,there
 therri,there
 therrie,there
 therir,there
 therier,there
 therire,there
 therrie,there
cna,can
 cnan,can
 cnaa,can
 cnae,can
 cnai,can
 cnal,can
 cnam,can
 cnas,can
 cnat,can
 cnav,can
i,if
f,if
iffy,if
ifi,if
fiel,if
filf,if
ifid,if
ifee,if
ifie,if
filfe,if
ifil,if
othr,other
 othre,other
 otther,other
 othr,other
 otheer,other
 othir,other
 othur,other
 othyr,other
 othir,other
 othher,other
woild,would
 woulld,would
 woouldd,would
 wouid,would
 woudl,would
 wuold,would
 woulde,would
 wouuld,would
 wodld,would
 woulld,would
nol,no
 nono,no
 nobe,no
 nomi,no
 nopea,no
 noro,no
 noto,no
 novi,no
 nouo,no
 noma,no
heer,her
 heree,her
 heirre,her
 heri,her
 hher,her
 rehre,her
 rehere,her
 heare,her
 heee,her
 herrere,her
 herrie,her
may,may
maye,may
maey,may
mayy,may
meay,may
mae,may
mye,may
mayee,may
mayyy,may
mayea,may
moro,more
 morie,more
 moare,more
 mroe,more
 mori,more
 moer,more
 morre,more
 moir,more
 moeir,more
 moier,more
wehn,when
 wenh,when
 whne,when
 whemn,when
 wneh,when
 whenn,when
 whien,when
 whern,when
 whewn,when
 whenns,when
so,so
sou,so
soe,so
soi,so
soa,so
soh,so
soj,so
sock,so
sool,so
soom,so
i'ts,its
 it'se,its
 itiz,its
 izts,its
 itsa,its
 itos,its
 irts,its
 iutz,its
 eits,its
 etis,its
whow,who
 wohu,who
 whou,who
 whio,who
 whuo,who
 whom,who
 whol,who
 whot,who
 whiu,who
 whoua,who
suach,such
 sucxh,such
 suhc,such
 suych,such
 sucx,such
 suhch,such
 suyc,such
 suyhc,such
 suychh,such
 suhhc,such
thesee,these
 thse,these
 theeese,these
 thesee,these
 thesee,these
 thiese,these
 theisie,these
 theise,these
 theies,these
 theiz,these
anyn,any
 anye,any
 anny,any
 aniy,any
 anay,any
 anie,any
 anyy,any
 anyni,any
 anyea,any
 anynu,any
shi,she
 shie,she
 shue,she
 shye,she
 shae,she
 shwe,she
 shre,she
 shce,she
 shxe,she
 shve,she
neew,new
 neiw,new
 neuw,new
 newe,new
 nuwe,new
 nwew,new
 neuw,new
 niew,new
 neiw,new
 nuow,new
tymie,time
 timme,time
 tiemee,time
 tyme,time
 timi,time
 timse,time
 timmee,time
 timmiie,time
 timmie,time
 timmye,time
than,than
 thaan,than
 thaen,than
 thane,than
 thnaa,than
 thann,than
 tahnn,than
 taanhn,than
 tahn,than
 thnah,than
dod,do
 doo,do
 dooi,do
 dool,do
 doom,do
 doon,do
 dooo,do
 doou,do
 doox,do
 dooz,do
summe,some
 smoe,some
 soem,some
 sime,some
 simme,some
 smo,some
 sme,some
 somm,some
 soom,some
 soume,some
wath,what
 wahat,what
 whta,what
 wuat,what
 quat,what
 whiat,what
 wht,what
 qhat,what
 whait,what
 hwat,what
onli,only
 lonly,only
 onnly,only
 olney,only
 olny,only
 onely,only
 olnee,only
 onlie,only
 olneye,only
 onllye,only
inot,into
 intyo,into
 itno,into
 inyt,into
 inti,into
 intu,into
 invto,into
 ibnto,into
 iinto,into
 intol,into
them,them
tehm,them
thmeem,them
thhemm,them
thhem,them
thim,them
thym,them
thom,them
thiem,them
thhemn,them
thheml,them
toow,two
 tooo,two
 twi,two
 towl,two
 tww,two
 twio,two
 twol,two
 twom,two
 twou,two
 twow,two
alsow,also
 alsio,also
 alseo,also
 alsu,also
 alsol,also
 aslo,also
 alsos,also
 alsot,also
 alssso,also
 alssoo,also
 alssoe,also
aobut,about
 bout,about
 abot,about
 aout,about
 autobt,about
 auot,about
 abouyt,about
 aoht,about
 abuot,about
 aoubt,about
ouyt,out
 ount,out
 ouat,out
 otu,out
 uot,out
 oyt,out
 uto,out
 otut,out
 oult,out
 outt,out
him,him
hihm,him
himn,him
himm,him
himl,him
himbm,him
himmm,him
himnn,him
himss,him
himtt,him
himww,him
my,my
mie,my
miy,my
myi,my
mye,my
mya,my
myo,my
myu,my
myl,my
myd,my
myb,my
saiid,said
 saidd,said
 saiad,said
 saied,said
 saiad,said
 saide,said
 saidda,said
 saieed,said
 saiedd,said
 saaided,said
up,up
 uop,up
 upp,up
 yupu,up
 puo,up
 ppu,up
 upi,up
 upu,up
 pup,up
 uup,up
ouyr,our
 oure,our
 oeur,our
 ounr,our
 ouir,our
 ouar,our
 ouer,our
 outr,our
 ouvr,our
 ouor,our
firist,first
 fisrt,first
 firrst,first
 firsst,first
 firset,first
 fisrt,first
 firist,first
 firsst,first
 firset,first
 firist,first
shouuld,should
 shoulld,should
 shouleld,should
 shouold,should
 shuold,should
 shulld,should
 shoullld,should
 shouuld,should
 sholud,should
 shouuld,should
uneder,under
 undir,under
 uner,under
 undre,under
 undr,under
 undur,under
 underd,under
 undor,under
 undirr,under
 undurr,under
maed,made
 mdae,made
 mdde,made
 madde,made
 maede,made
 mede,made
 madae,made
 maeed,made
 madde,made
 meade,made
Staet,State
 Sttae,State
 Statte,State
 Staite,State
 Stete,State
 Statie,State
 Stait,State
 Stat,State
 Steat,State
 Setate,State
seeee,see
 sezi,see
 sesi,see
 sesea,see
 seea,see
 seie,see
 seiie,see
 seii,see
 seio,see
 seise,see
afetr,after
 aftre,after
 afteir,after
 aftter,after
 aftet,after
 aftur,after
 aftor,after
 aftir,after
 afttr,after
 aftsr,after
cudld,could
 coulde,could
 cudle,could
 coudl,could
 couid,could
 cuold,could
 couod,could
 cudol,could
 couel,could
 coudl,could
then,then
 thern,then
 hern,then
 ternn,then
 tehnn,then
 henin,then
 thenn,then
 thennn,then
 tenn,then
 hten,then
maem,me
 meme,me
 mei,me
 mme,me
 mmee,me
 mee,me
 mmea,me
 meme,me
 meea,me
 mem,me
moist,most
 moast,most
 moatst,most
 moats,most
 moost,most
 moosts,most
 moostt,most
 moosttt,most
 moostsst,most
 moostsss,most
ovver,over
 oevr,over
 ovir,over
 ovar,over
 oveer,over
 evor,over
 oevvr,over
 ovre,over
 oevr,over
 oiver,over
verri,very
 verly,very
 verrye,very
 verie,very
 veriy,very
 verrie,very
 verrey,very
 verre,very
 verey,very
 veriy,very
yur,your
 yor,your
 youyr,your
 yuor,your
 yoour,your
 yuoer,your
 yoor,your
 yowr,your
 yeur,your
 yorou,your
betwein,between
 betwien,between
 betwen,between
 btween,between
 btewen,between
 btweene,between
 bewteen,between
 beetween,between
 beetweenn,between
 betweeen,between
weher,where
 wherw,where
 werre,where
 wherr,where
 wwere,where
 whewr,where
 whire,where
 whser,where
 whter,where
 whirr,where
noow,now
 notw,now
 nouw,now
 nowe,now
 nooow,now
 nwo,now
 nwow,now
 nonw,now
 novw,now
 nwol,now
shol,shall
 shalll,shall
 shal,shall
 shhal,shall
 shalla,shall
 shallo,shall
 shalle,shall
 shhll,shall
 shallle,shall
 shhlla,shall
worke,work
 wrok,work
 wrkoe,work
 wuork,work
 woirk,work
 woerk,work
 wroik,work
 wourk,work
 wokr,work
 wkr,work
thosse,those
 thoese,those
 thoose,those
 thosee,those
 thoes,those
 thoees,those
 thoosee,those
 thosie,those
 thois,those
 thoesse,those
samme,same
 semm,same
 saem,same
 seamme,same
 seame,same
 samie,same
 semi,same
 sammee,same
 saime,same
 semme,same
wel,well
l,well
 wellel,well
 welw,well
 weell,well
 weldll,well
 welldd,well
 welss,well
 welsss,well
 wewll,well
 wellee,well
eaqh,each
 eatch,each
 ech,each
 eech,each
 eahc,each
 ecah,each
 eacch,each
 eahe,each
 eache,each
 eahch,each
manay,many
 mani,many
 mnae,many
 mnay,many
 mamy,many
 mnaa,many
 mnayy,many
 maney,many
 mane,many
 maany,many
beign,being
 beiing,being
 beinng,being
 beijng,being
 beying,being
 beong,being
 beiging,being
 beeng,being
 beinig,being
 bejing,being
 beigng,being
yeirs,years
 yeras,years
 yeris,years
 yeers,years
 yers,years
 yeras,years
 yairs,years
 yaers,years
 yrears,years
 yerres,years
did,did
diid,did
didd,did
deed,did
dedd,did
ddi,did
ddie,did
deeid,did
deiid,did
deid,did
deidd,did
yeer,year
 yera,year
 yeir,year
 yerar,year
 yaer,year
 yiar,year
 yeirr,year
 yarr,year
 yer,year
 yair,year
thruogh,through
 thruegh,through
 throuhg,through
 throguh,through
 throughe,through
 thourgh,through
 thourg,through
 thurough,through
 thureugh,through
 thurgou,through
mustr,must
 musdt,must
 muste,must
 mussst,must
 moust,must
 muist,must
 musat,must
 musut,must
 musstt,must
 musitt,must
uppon,upon
 upin,upon
 upom,upon
 uopon,upon
 poun,upon
 puon,upon
 ponu,upon
 yupn,upon
 ypon,upon
 upno,upon
befor,before
 befroe,before
 befour,before
 befoir,before
 befre,before
 befere,before
 beforre,before
 befori,before
 beforr,before
 befoer,before
 beforo,before
liker,like
 lkie,like
 likke,like
 lkike,like
 lilke,like
 liki,like
 liik,like
 likie,like
 lilk,like
 liky,like
uusse,use
 usese,use
 usse,use
 usuee,use
 usiuse,use
 usisu,use
 usisue,use
 usiuuse,use
 usyuse,use
 usyuase,use
parrt,part
 paret,part
 parst,part
 partt,part
 pirt,part
 prat,part
 patrt,part
 pardt,part
 parett,part
 parat,part
genral,general
 generl,general
 genneral,general
 geniral,general
 genreral,general
 genraly,general
 genirial,general
 genrali,general
 genurial,general
 genrala,general
 geniril,general
peopel,people
 peeple,people
 peopls,people
 pepole,people
 peepol,people
 pople,people
 poopele,people
 peopoe,people
 peopil,people
 peopul,people
becaue,because
 becusee,because
 beacuse,because
 becuase,because
 becuzee,because
 becausse,because
 becusse,because
 becauuse,because
 becasue,because
 becaeus,because
 becaus,because
usde,used
 usid,used
 usse,used
 ussd,used
 uset,used
 usud,used
 usedf,used
 useld,used
 userd,used
 usead,used
hwo,how
 houw,how
 hoow,how
 hoiw,how
 hou,how
 hwoow,how
 hwow,how
 hwoi,how
 houow,how
 hoiow,how
evven,even
 evne,even
 eeven,even
 evn,even
 evewn,even
 evvvn,even
 evvin,even
 evenn,even
 evewn,even
 evvene,even
much,much
muich,much
mych,much
muc,much
hych,much
muhc,much
muyh,much
muchh,much
mucj,much
mujh,much
muyhc,much
durin,during
gurind,during
duiring,during
durnig,during
diuring,during
duirng,during
dring,during
duiringe,during
duirnig,during
duerng,during
duirung,during
bothe,both
 botth,both
 boht,both
 bouth,both
 bouhth,both
 botht,both
 boith,both
 booth,both
 botuh,both
 bothee,both
cass,case
 cesse,case
 caze,case
 cease,case
 casse,case
 caes,case
 cez,case
 casie,case
 cesae,case
 cazee,case
threer,three
 thirre,three
 threre,three
 throe,three
 threie,three
 thriee,three
 thrie,three
 thre,three
 thire,three
 thier,three
numbre,number
 numburr,number
 nummber,number
 numberr,number
 numbrer,number
 numbmer,number
 numbeer,number
 numbrr,number
 nummber,number
 numberr,number
 nummbre,number
maek,make
 mkae,make
 makie,make
 maik,make
 maoke,make
 makea,make
 maki,make
 makke,make
 maqke,make
 makoe,make
peir,per
 perp,per
 peor,per
 perr,per
 peirr,per
 pirre,per
 peer,per
 paree,per
 pearre,per
 peirer,per
gr8ate,great
 greit,great
 gratee,great
 grreat,great
 greate,great
 gratte,great
 greete,great
 gratea,great
 greitie,great
 greeta,great
Acct,Act
 Acxt,Act
 Acht,Act
 Actt,Act
 Cact,Act
 Ctac,Act
 Tcac,Act
 Tacx,Act
 Tact,Act
 Axct,Act
wey,way
 wai,way
 wya,way
 waay,way
 wea,way
 waw,way
 wae,way
 wyaay,way
 waii,way
 wayy,way
liefe,life
 liffe,life
 liffie,life
 lyfe,life
 lifye,life
 libe,life
 lide,life
 liff,life
 lye,life
 liffi,life
gooed,good
 goiod,good
 gooode,good
 goud,good
 godd,good
 good,good
 gooodo,good
 gouid,good
 guod,good
 goiod,good
dya,day
 dey,day
 dae,day
 dai,day
 daz,day
 dyai,day
 deai,day
 daie,day
 daya,day
 dye,day
puplic,public
 pbulic,public
 pubilc,public
 publiuc,public
 pubblic,public
 publc,public
 pulbic,public
 pubilic,public
 pubblicu,public
 pubilicu,public
maann,man
 mannna,man
 mman,man
 mmann,man
 manne,man
 maan,man
 mn,man
 mnan,man
 namn,man
 nanm,man
hoeverr,however
 hoever,however
 hovver,however
 howefer,however
 hoveer,however
 hoevr,however
 hovwer,however
 howverr,however
 hovir,however
 hovvir,however
sistem,system
 systim,system
 sytemm,system
 sistemn,system
 systeem,system
 systimn,system
 sistim,system
 systym,system
 systen,system
 systimme,system
watter,water
 wtaer,water
 wtater,water
 wateer,water
 waeter,water
 weteer,water
 wataer,water
 watere,water
 wauter,water
 watar,water
witnout,without
 wothout,without
 wihtout,without
 wihout,without
 wiothout,without
 wotout,without
 wuthout,without
 wiythout,without
 wothut,without
 wituot,without
uiss,us
 usis,us
 uas,us
 usd,us
 usy,us
 usp,us
 usl,us
 usm,us
 usn,us
 usr,us
govvment,government
 govermnent,government
 govermentt,government
 govvernment,government
 govermment,government
 govermint,government
 govermentn,government
 govermnt,government
 goverement,government
 govirnment,government
 govemment,government
whilie,while
 whiile,while
 wihle,while
 wiile,while
 whlie,while
 whiel,while
 whillie,while
 whiell,while
 whyle,while
 whiile,while
lonng,long
 lpng,long
 lngo,long
 lnog,long
 lonf,long
 lng,long
 lno,long
 lngg,long
 lpon,long
 lngo,long
oreder,order
 oderr,order
 odrer,order
 ordre,order
 ordeir,order
 oredr,order
 odire,order
 oreidr,order
 ordir,order
 odrir,order
laaw,law
 laiw,law
 laww,law
 lwa,law
 lwaw,law
 laaow,law
 laow,law
 laqw,law
 lauw,law
 laww,law
sectiion,section
 seciton,section
 seccition,section
 sectin,section
 sectioon,section
 secction,section
 sectiuon,section
 sectuion,section
 seciton,section
 seccttion,section
curort,court
 couirt,court
 courtt,court
 cortt,court
 cuort,court
 coutt,court
 corut,court
 curut,court
 coourt,court
 courrt,court
hyie,high
 higy,high
 hiyh,high
 hyghy,high
 hgih,high
 higeh,high
 hihe,high
 higyj,high
 hyiigh,high
 hieg,high
rite,right
 riteht,right
 wright,right
 wroght,right
 riyht,right
 roight,right
 reight,right
 rytht,right
 wriht,right
 riught,right
noewn,own
 owneen,own
 owwn,own
 ownn,own
 owon,own
 owne,own
 ownei,own
 ownee,own
 ownew,own
 owneh,own
founed,found
 fonud,found
 foudn,found
 fouund,found
 foud,found
 fund,found
 fuond,found
 foudned,found
 founed,found
 founded,found
 fudn,found
Unidet,United
 Untiedt,United
 Uniteed,United
 Unittted,United
 Unitde,United
 Unitted,United
 Unitee,United
 Untiend,United
 Unyited,United
 Unnidet,United
 Uninted,United
jusst,just
 jutst,just
 jusit,just
 juste,just
 jusat,just
 jutsu,just
 jusut,just
 justi,just
 jusrt,just
 jusst,just
heare,here
 herre,here
 hirre,here
 heer,here
 heree,here
 heire,here
 herie,here
 heari,here
 heari,here
 hearee,here
agaynst,against
 agenst,against
 ajainst,against
 ainst,against
 aganst,against
 agaisnt,against
 agaist,against
 agenast,against
 ajaint,against
 agensts,against
worlde,world
 wourld,world
 worlld,world
 wrold,world
 wrld,world
 wuorld,world
 woorld,world
 woirld,world
 wold,world
 wurlde,world
doese,does
 doeas,does
 doos,does
 dose,does
 doez,does
 dois,does
 doosse,does
 dooze,does
 dooies,does
 doois,does
companie,company
 compnay,company
 comapny,company
 companey,company
 cmpnay,company
 cmopany,company
 cmpmany,company
 compniy,company
 compnai,company
 compnae,company
whitin,within
 wihthin,within
 wihtin,within
 wthhin,within
 wthin,within
 witin,within
 wihn,within
 whn,within
 wihhn,within
 wintin,within
gievn,given
 givin,given
 givem,given
 givien,given
 givinng,given
 givn,given
 givne,given
 givning,given
 givvien,given
 givvin,given
 givving,given
servise,service
 servce,service
 serivce,service
 servisee,service
 servisea,service
 servisei,service
 servisey,service
 serviseo,service
 serviseu,service
 servisu,service
houese,house
 housses,house
 housie,house
 houise,house
 housi,house
 houesea,house
 housse,house
 houesi,house
 housia,house
 houesa,house
anuother,another
 anothr,another
 anotther,another
 anuther,another
 anuthur,another
 anotter,another
 anouther,another
 anotir,another
 anuter,another
 anotar,another
pwoer,power
 pworer,power
 pauer,power
 pawer,power
 powre,power
 pouer,power
 poewr,power
 powir,power
 puwer,power
 pewor,power
plaxe,place
 plaec,place
 plase,place
 plcace,place
 placce,place
 pllace,place
 pleace,place
 plcae,place
 p lace,place
 palce,place
noow,know
 knwo,know
 kwno,know
 knoww,know
 knoiw,know
 knoow,know
 knwos,know
 kniow,know
 knoew,know
 knwol,know
litel,little
 littlre,little
 lttlle,little
 litlle,little
 littel,little
 liteal,little
 littelr,little
 litttel,little
 littell,little
 littler,little
dowwn,down
 donw,down
 doun,down
 doune,down
 dowin,down
 downn,down
 doown,down
 duon,down
 dwon,down
 dwn,down
presnt,present
 prsents,present
 preasent,present
 presant,present
 prsent,present
 prasent,present
 prezent,present
 presnet,present
 prresent,present
 prezents,present
evry,every
 evrey,every
 evri,every
 evrie,every
 evrye,every
 evre,every
 evir,every
 evire,every
 evyr,every
 evrery,every
Natianl,National
 Natiional,National
 Nationall,National
 Natinal,National
 Naitional,National
 Naitonal,National
 Natonal,National
 Natinial,National
 Natinoal,National
 Natioanl,National
 Natiolnal,National
bacc,back
 bacck,back
 baack,back
 bakk,back
 bakc,back
 baxk,back
 bayck,back
 bazck,back
 beck,back
 beack,back
tkae,take
 takie,take
 taeke,take
 taek,take
 takse,take
 teake,take
 takae,take
 tike,take
 taoke,take
 takoe,take
infomation,information
 infromation,information
 informtion,information
 infurmation,information
 infortmation,information
 informaiton,information
 inforamation,information
 infoormation,information
 infortniation,information
 infromatin,information
menn,men
 mene,men
 mehn,men
 meni,men
 mern,men
 merne,men
 meyn,men
 mewn,men
 menee,men
 memen,men
sinse,since
 sincce,since
 sinde,since
 sencee,since
 sinsa,since
 sinci,since
 sinec,since
 sinxe,since
 sincie,since
 sinsec,since
mght,might
 miteh,might
 mighht,might
 mihgt,might
 miyght,might
 migt,might
 mitht,might
 mught,might
 myght,might
 mught,might
smal,small
 smmll,small
 smalm,small
 smale,small
 smill,small
 smmal,small
 smmael,small
 smmale,small
 smmell,small
 smmull,small
larage,large
 largre,large
 larhe,large
 larege,large
 laerge,large
 larfe,large
 largi,large
 larje,large
 largs,large
 larze,large
schooll,school
 skool,school
 scuol,school
 schoull,school
 schooel,school
 skule,school
 scoole,school
 shcool,school
 skuul,school
 scuel,school
flwowing,following
 folliwing,following
 follwoing,following
 followiing,following
 flllowing,following
 folowwing,following
 folliiwng,following
 flollowing,following
 follwoowing,following
 folliwwing,following
 folowwing,following
stil,still
 stlil,still
 stilp,still
 stlill,still
 stiil,still
 stipl,still
 stll,still
 stlil,still
 sttul,still
 sttil,still
lesss,less
 leass,less
 liss,less
 lesse,less
 lees,less
 lleas,less
 lases,less
 laess,less
 leis,less
 leais,less
laast,last
 lasat,last
 laest,last
 lastt,last
 laist,last
 lassat,last
 laastt,last
 laats,last
 laastd,last
 laasst,last
cittie,city
 citiy,city
 ctiy,city
 cytie,city
 cetie,city
 citi,city
 ctity,city
 citty,city
 sitie,city
 cyttee,city
seconcd,second
 secnd,second
 seccond,second
 secound,second
 secuond,second
 secod,second
 secnds,second
 secnond,second
 secundd,second
 secxond,second
Ameriacn,American
 Amrican,American
 Amercian,American
 Americna,American
 Amercan,American
 Ameriacn,American
 Amreican,American
 Aemrican,American
 Emirican,American
 Mericin,American
develpment,development
 devolopment,development
 develepmnt,development
 developeement,development
 devlopment,development
 devolvement,development
 deevolopment,development
 deevlempment,development
 deevlopmnt,development
 devolipment,development
diffrent,different
 difent,different
 difernet,different
 diffrnt,different
 diffrent,different
 difrent,different
 difrently,different
 difrents,different
 difrentt,different
 difrenty,different
Univirsity,University
 Univrsity,University
 Univeristy,University
 Univrsitiy,University
 Univerisity,University
 Univirsiy,University
 Univeristy,University
 Univrsitey,University
 Univerisy,University
 Univrsitie,University
Yorck,York
 Yrok,York
 Yrook,York
 Yorkk,York
 Yorik,York
 Yrork,York
 Yrokx,York
 Yorox,York
 Yroix,York
 Yorux,York
olde,old
 olld,old
 oald,old
 olad,old
 olid,old
 olldd,old
 olldo,old
 ollda,old
 olda,old
 oldee,old
forrm,form
 fomr,form
 foorm,form
 forim,form
 foorrm,form
 foirm,form
 firrm,form
 forrmn,form
 foormm,form
 foruom,form
 forom,form
poinnt,point
 piont,point
 poiint,point
 ponit,point
 pooint,point
 pount,point
 puont,point
 pint,point
 ponnt,point
 puoint,point
totall,total
 totale,total
 totol,total
 totell,total
 totill,total
 totial,total
 totile,total
 totoll,total
 totiil,total
 totaul,total
databt,data
 datato,data
 dattaa,data
 dtata,data
 dati,data
 dtat,data
 datat,data
 datta,data
 datet,data
 datat,data
too,too
 touu,too
 tuu,too
 ttoo,too
 ttou,too
 tuo,too
 tutu,too
 tuuu,too
 tout,too
 tuut,too
Committe,Committee
 Committie,Committee
 Comimitee,Committee
 Commitiie,Committee
 Commetee,Committee
 Comitemie,Committee
 Comitiee,Committee
 Comittee,Committee
 Commtiee,Committee
 Commite,Committee
reporrt,report
 reoprot,report
 repirt,report
 repoert,report
 reporrtt,report
 repprot,report
 repirtt,report
 reopprt,report
 repotrt,report
 reoprort,report
busines,business
 busniess,business
 buisness,business
 bisiness,business
 bizniss,business
 businees,business
 businnes,business
 buisnis,business
 busniesss,business
 bizness,business
 buseniss,business
thiunk,think
 thnikk,think
 thnink,think
 thonk,think
 thniks,think
 thnikin,think
 thniked,think
 thniking,think
 thnikked,think
 thnikked,think
ennd,end
 endd,end
 ened,end
 ende,end
 ennnd,end
 endn,end
 enndd,end
 endee,end
 ennde,end
 enddd,end
geett,get
 gettin,get
 gette,get
 getts,get
 geti,get
 getit,get
 gettinng,get
 gettinne,get
 gettn,get
 gettinngg,get
sest,set
 cet,set
 sestt,set
 seset,set
 cetes,set
 sete,set
 cets,set
 seett,set
 cetts,set
 settt,set
reserch,research
 researh,research
 reserach,research
 reserche,research
 reesearch,research
 reaserch,research
 reseracht,research
 researc,research
 reserachh,research
 reserchee,research
 reserachh,research
sya,say
 saiy,say
 sasy,say
 saye,say
 saie,say
 sai,say
 syai,say
 saiy,say
 sase,say
 sayi,say
comem,come
 comi,come
 cume,come
 cumm,come
 comee,come
 comn,come
 cimme,come
 coome,come
 cuom,come
 comie,come
countri,country
 counrty,country
 coutry,country
 countrey,country
 countrie,country
 cuntry,country
 contry,country
 cournty,country
 coutnry,country
 countrry,country
nevr,never
 nevar,never
 neevr,never
 navver,never
 nerver,never
 newer,never
 neriv,never
 nevir,never
 naveir,never
 navier,never
fcat,fact
 facs,fact
 fackt,fact
 facte,fact
 facct,fact
 facket,fact
 facst,fact
 fackts,fact
 fect,fact
 facks,fact
goy,go
 goi,go
 gol,go
 gom,go
 gon,go
 goo,go
 gou,go
 gov,go
 gox,go
